canonical_name,lang_id,source_flags,extensions,source_count,alias_count,in_hyperpolyglot,in_pygments,in_rosettacode
apollo-guidance-computer,apollo-guidance-computer,esolang;linguist;pldb,.agc,3,1,True,False,False
gemini,gemini,esolang;linguist;pldb,.gmi,3,2,False,False,False
textile,textile,esolang;linguist;pldb,.textile,3,1,True,False,False
asp.net,asp.net,linguist;pldb,.asax .ascx .ashx .asmx .aspx .axd,2,3,False,True,True
corescript,corescript,pldb,,1,1,False,False,True
creative-basic,creative-basic,pldb,,1,1,False,False,True
dragoon,dragoon,pldb,,1,1,False,False,True
DUP,dup,esolang,,1,1,False,False,True
explorer,explorer,pldb,,1,1,False,False,True
formula,formula,pldb,,1,1,False,False,True
g-fu,g-fu,pldb,,1,1,False,False,True
Gecho,gecho,esolang,,1,1,False,False,True
hbasic,hbasic,pldb,,1,1,False,False,True
i,i,pldb,,1,1,False,False,True
JS++,js-plus-plus,wikipedia,,1,1,False,False,True
konsolscript,konsolscript,pldb,,1,1,False,False,True
$Lang,lang,esolang,,1,1,False,False,True
LAST,last,esolang,,1,1,False,False,True
mariadb,mariadb,pldb,,1,1,False,False,True
Mastermind,mastermind,esolang,,1,1,False,False,True
mathcad,mathcad,pldb,,1,1,False,False,True
Minil,minil,esolang,,1,1,False,False,True
mosaic,mosaic,pldb,,1,1,False,False,True
order,order,pldb,,1,1,False,False,True
Programming language,programming-language,wikipedia,,1,1,False,False,True
ra,ra,pldb,,1,1,False,False,True
RASEL,rasel,esolang,,1,1,False,False,True
RELATIONS,relations,esolang,,1,1,False,False,True
Setlang,setlang,esolang,,1,1,False,False,True
slope,slope,pldb,,1,1,False,False,True
Stringle,stringle,esolang,,1,1,False,False,True
TailDot,taildot,esolang,,1,1,False,False,True
tela,tela,pldb,,1,1,False,False,True
testml,testml,pldb,,1,1,False,False,True
Thyrd,thyrd,esolang,,1,1,False,False,True
toffeescript,toffeescript,pldb,,1,1,False,False,True
tosh,tosh,pldb,,1,1,False,False,True
turbo-basic-xl,turbo-basic-xl,pldb,,1,1,False,False,True
tutorial-d,tutorial-d,pldb,,1,1,False,False,True
uscript,uscript,pldb,,1,1,False,False,True
Waduzitdo,waduzitdo,esolang,,1,1,False,False,True
weebasic,weebasic,pldb,,1,1,False,False,True
X-script,x-script,esolang,,1,1,False,False,True
XEec,xeec,esolang,,1,1,False,False,True
xprofan,xprofan,pldb,,1,1,False,False,True
!!,id-b4613f86,esolang,,1,1,False,False,False
!!!,id-9a7b006d,esolang,,1,1,False,False,False
!!!!,id-f6bb43b4,esolang,,1,1,False,False,False
!(),id-a68c1200,esolang,,1,1,False,False,False
!/*,id-f24ee728,esolang,,1,1,False,False,False
!Мова,id-74f64b50,esolang,,1,1,False,False,False
!한국어,id-41ae1c72,esolang,,1,1,False,False,False
$,id-3cdf2936,esolang,,1,1,False,False,False
$ $,id-7b0bf971,esolang,,1,1,False,False,False
$!,id-2b2bf58d,esolang,,1,1,False,False,False
&,id-7c4d3378,esolang,,1,1,False,False,False
(,id-28ed3a79,esolang,,1,1,False,False,False
( ),id-fcc44c6b,esolang,,1,1,False,False,False
((,id-3f9be36f,esolang,,1,1,False,False,False
(()),id-aa75362b,esolang,,1,1,False,False,False
((?)?)?,id-7f65b96d,esolang,,1,1,False,False,False
(),id-f9065fa7,esolang,,1,1,False,False,False
()()(()),id-d11d7c18,esolang,,1,1,False,False,False
(*),id-373c7648,esolang,,1,1,False,False,False
"(,!)",id-7f69580c,esolang,,1,1,False,False,False
"(,)",id-d2193eb3,esolang,,1,1,False,False,False
(?!),id-b1528e3b,esolang,,1,1,False,False,False
),id-e7064f0b,esolang,,1,1,False,False,False
):,id-67f69ef0,esolang,,1,1,False,False,False
*,id-df58248c,esolang,,1,1,False,False,False
*$@(^$)!,id-cf4460b0,esolang,,1,1,False,False,False
***,id-36c3eaa0,esolang,,1,1,False,False,False
",",id-5c10b5b2,esolang,,1,1,False,False,False
",()",id-54cb765d,esolang,,1,1,False,False,False
",,,",id-e7d4683b,esolang,,1,1,False,False,False
/,id-42099b4a,esolang,,1,1,False,False,False
;,id-2d14ab97,esolang,,1,1,False,False,False
; ;;,id-6aade5a8,esolang,,1,1,False,False,False
;;;,id-b8354ba4,esolang,,1,1,False,False,False
=,id-21606782,esolang,,1,1,False,False,False
=?,id-9f64d1d4,esolang,,1,1,False,False,False
?,id-5bab61eb,esolang,,1,1,False,False,False
?!,id-59c2264c,esolang,,1,1,False,False,False
???,id-2d86c2a6,esolang,,1,1,False,False,False
????,id-3b93fd2d,esolang,,1,1,False,False,False
@,id-9a782114,esolang,,1,1,False,False,False
\,id-08534f33,esolang,,1,1,False,False,False
\/,id-9d7df07c,esolang,,1,1,False,False,False
\\\,id-edd45bec,esolang,,1,1,False,False,False
^,id-5e6f80a3,esolang,,1,1,False,False,False
^!,id-9653a731,esolang,,1,1,False,False,False
^中文,id-9196ed2b,esolang,,1,1,False,False,False
`,id-7e15bb5c,esolang,,1,1,False,False,False
``,id-222b2b4a,esolang,,1,1,False,False,False
~,id-fb3c6e4d,esolang,,1,1,False,False,False
~~¨л,id-a3403039,esolang,,1,1,False,False,False
¢%,id-a266ead7,esolang,,1,1,False,False,False
¥́,id-010399e8,esolang,,1,1,False,False,False
¯\,id-55cabfac,esolang,,1,1,False,False,False
¯\ (ツ) /¯,id-52c7b98e,esolang,,1,1,False,False,False
±,id-4c2077d1,esolang,,1,1,False,False,False
¿,id-1b989a74,esolang,,1,1,False,False,False
Ð,id-495242db,esolang,,1,1,False,False,False
Ø,id-4c959944,esolang,,1,1,False,False,False
ʘ,id-e73104ea,esolang,,1,1,False,False,False
̐,id-01fb82b5,esolang,,1,1,False,False,False
Γιάαααααααααααααααααααααααααααα,id-ba10cd97,esolang,,1,1,False,False,False
Ζτ,id-a6a9fee2,esolang,,1,1,False,False,False
ΙΧΘΥΣ,id-f09ef07c,esolang,,1,1,False,False,False
Λ,id-4bd3857e,esolang,,1,1,False,False,False
Λάμβδα,id-72798c99,esolang,,1,1,False,False,False
Λιμπ,id-0704404f,esolang,,1,1,False,False,False
Λλλ,id-637da0c3,esolang,,1,1,False,False,False
Λ⁁,id-f2515e9f,esolang,,1,1,False,False,False
Μ,id-15b7b338,esolang,,1,1,False,False,False
ΞΘΔΦΩ,id-319ba86c,esolang,,1,1,False,False,False
Ξν,id-c01267c1,esolang,,1,1,False,False,False
Π,id-0600a515,esolang,,1,1,False,False,False
Σ∞,id-8ee43153,esolang,,1,1,False,False,False
Φ,id-4bf81d54,esolang,,1,1,False,False,False
Ебаное дерьмо,id-f578ae8b,esolang,,1,1,False,False,False
Марковский,id-80a90b94,esolang,,1,1,False,False,False
Мне с тобою так повезло,id-ca75e189,esolang,,1,1,False,False,False
Монгол хэл,id-a0f5b9a1,esolang,,1,1,False,False,False
Собачка,id-0cb46a2e,esolang,,1,1,False,False,False
Тест на терпение,id-a2014496,esolang,,1,1,False,False,False
Хязгаар,id-a3884395,esolang,,1,1,False,False,False
Юᓂ곧⎔,id-84def688,esolang,,1,1,False,False,False
׀│,id-9faf55ee,esolang,,1,1,False,False,False
ערימה,id-de457642,esolang,,1,1,False,False,False
العربية,id-9970632f,esolang,,1,1,False,False,False
قلب,id-82f1b4b7,esolang,,1,1,False,False,False
అంతులేనిబైనరీలు,id-2478e831,esolang,,1,1,False,False,False
ಠ ಠ,id-11106d87,esolang,,1,1,False,False,False
ඞ,id-8d43548c,esolang,,1,1,False,False,False
ᚱᚢᚾᛅᛦ,id-4f887d34,esolang,,1,1,False,False,False
‰,id-f19e5815,esolang,,1,1,False,False,False
′,id-ca678a9a,esolang,,1,1,False,False,False
›*&«&^,id-c194291d,esolang,,1,1,False,False,False
⁠,id-4e2c37e7,esolang,,1,1,False,False,False
€,id-83fc867a,esolang,,1,1,False,False,False
Ⅎ,id-2e0d4618,esolang,,1,1,False,False,False
Ↄ,id-a0dab239,esolang,,1,1,False,False,False
←,id-8179643c,esolang,,1,1,False,False,False
→,id-213edd25,esolang,,1,1,False,False,False
↡,id-39950531,esolang,,1,1,False,False,False
∆,id-cd7b1f2b,esolang,,1,1,False,False,False
∇,id-fd7d8c4c,esolang,,1,1,False,False,False
∞,id-38f64525,esolang,,1,1,False,False,False
⊗,id-f120f64b,esolang,,1,1,False,False,False
⊥,id-4dc3afe5,esolang,,1,1,False,False,False
█,id-025d44bd,esolang,,1,1,False,False,False
▓,id-4dd4584e,esolang,,1,1,False,False,False
■,id-e4a9a116,esolang,,1,1,False,False,False
○,id-d195189f,esolang,,1,1,False,False,False
●,id-02b4ebd4,esolang,,1,1,False,False,False
◧◨,id-a11768e9,esolang,,1,1,False,False,False
◼,id-9ede96ac,esolang,,1,1,False,False,False
☃,id-26861373,esolang,,1,1,False,False,False
☭,id-ece14b53,esolang,,1,1,False,False,False
✏,id-ef524aa7,esolang,,1,1,False,False,False
⦿⚚♆⚧⟁⌬⚶⟆⚡⟴⚘⍟⚕⧏⚜⫷⚡⌛⍨⚭⟊⚳⦾⏁⚋⟾⚬,id-d0a836b9,esolang,,1,1,False,False,False
⫵,id-8a05946b,esolang,,1,1,False,False,False
〵䅂ㅅ,id-ecf4dcd1,esolang,,1,1,False,False,False
ごぼうとにんじん炒めたやつ,id-77447a7f,esolang,,1,1,False,False,False
ぬいぐるみアート,id-6cab774f,esolang,,1,1,False,False,False
ㄅㄆㄇㄈㄉㄊㄋㄌ,id-9edcb726,esolang,,1,1,False,False,False
䩥汬礀,id-f3a28a95,esolang,,1,1,False,False,False
一丁丂七丄丅丆万丈三上下丌不与丏丐丑丒专且丕世丗丘丙业丛东丝丞丟丠両丢丣两严並丧丨丩个丫丬中丮丯丰丱串丳临丵丶丷丸丹为主丼丽举丿乀乁乂乃乄久乆乇么义乊之乌乍乎乏,id-01c498a5,esolang,,1,1,False,False,False
中文,id-7be2d2d2,esolang,,1,1,False,False,False
中文（简体，中国大陆）,id-fc48bde3,esolang,,1,1,False,False,False
中文（繁體，台灣）,id-b83a3a7d,esolang,,1,1,False,False,False
元旦,id-499e5d1f,esolang,,1,1,False,False,False
勿忘国耻,id-b957c5a5,esolang,,1,1,False,False,False
只因你太美,id-e380840b,esolang,,1,1,False,False,False
哮,id-9c7753fb,esolang,,1,1,False,False,False
啊！,id-f56d1771,esolang,,1,1,False,False,False
嘭！哐！叮！呲！咣！,id-7fc14f41,esolang,,1,1,False,False,False
噹硡氀,id-1c102ae6,esolang,,1,1,False,False,False
坑,id-786d2af5,esolang,,1,1,False,False,False
大白话,id-21ea0d16,esolang,,1,1,False,False,False
大香蕉,id-bc23da1e,esolang,,1,1,False,False,False
字,id-582c5006,esolang,,1,1,False,False,False
干！,id-acfd624c,esolang,,1,1,False,False,False
开？关！,id-b58aecab,esolang,,1,1,False,False,False
彁,id-d95faab1,esolang,,1,1,False,False,False
彳亍,id-858b0072,esolang,,1,1,False,False,False
思,id-faf279e7,esolang,,1,1,False,False,False
掉爆子脑,id-3b9e1280,esolang,,1,1,False,False,False
操脑,id-3d54b68a,esolang,,1,1,False,False,False
日本語,id-c12140a0,esolang,,1,1,False,False,False
横,id-a7d20fd2,esolang,,1,1,False,False,False
欢声笑语,id-de5baa4b,esolang,,1,1,False,False,False
死鱼,id-426862f2,esolang,,1,1,False,False,False
水滴,id-2d26cd08,esolang,,1,1,False,False,False
汐撅撅,id-5196f0fb,esolang,,1,1,False,False,False
活鸡,id-fb13c2a3,esolang,,1,1,False,False,False
海纳百川,id-7b48b9a5,esolang,,1,1,False,False,False
瓜,id-26eea404,esolang,,1,1,False,False,False
硕鼠,id-f52c4856,esolang,,1,1,False,False,False
神金，害我笑了一下,id-b0b70d0b,esolang,,1,1,False,False,False
綠酒千杯腸已爛,id-3ef3e3ab,esolang,,1,1,False,False,False
脑子爆掉,id-defb978d,esolang,,1,1,False,False,False
脑操,id-a542d6ab,esolang,,1,1,False,False,False
脑蛇,id-c2d93a97,esolang,,1,1,False,False,False
菜就多练,id-39df7913,esolang,,1,1,False,False,False
菜就多练一一,id-bf4f45f2,esolang,,1,1,False,False,False
蓝牙设备已准备连接,id-c2b1002e,esolang,,1,1,False,False,False
设令,id-e0e5435c,esolang,,1,1,False,False,False
诗,id-53e00f75,esolang,,1,1,False,False,False
这☪他✺妈✾都✣啥☾完♗意♮啊,id-2cb538ad,esolang,,1,1,False,False,False
这不是编程语言！,id-96092b72,esolang,,1,1,False,False,False
退！退！退！,id-53c41d59,esolang,,1,1,False,False,False
隰有苌楚,id-c0b309d1,esolang,,1,1,False,False,False
靈符,id-0802b0c1,esolang,,1,1,False,False,False
驫鶭,id-4d400b88,esolang,,1,1,False,False,False
高尔夫,id-45f16d57,esolang,,1,1,False,False,False
꧁༺քʊʀɛȶօʀȶʊʀɛ༻꧂,id-fa04b5cd,esolang,,1,1,False,False,False
한국어,id-6e081b59,esolang,,1,1,False,False,False
！中文,id-14a561ae,esolang,,1,1,False,False,False
！真正可用的中文,id-4fc8daf7,esolang,,1,1,False,False,False
＿,id-6ce308f4,esolang,,1,1,False,False,False
｛｝,id-d0f853c1,esolang,,1,1,False,False,False
🅿🅸🅴🆃,id-7a3a3fe6,esolang,,1,1,False,False,False
🆒,id-9b319f7f,esolang,,1,1,False,False,False
🆖,id-028bb5dc,esolang,,1,1,False,False,False
🏳️‍⚧️🦞,id-6e716d65,esolang,,1,1,False,False,False
🐢,id-49dc1817,esolang,,1,1,False,False,False
👀,id-e7f901c0,esolang,,1,1,False,False,False
💽,id-a9dedaab,esolang,,1,1,False,False,False
💾,id-579c0340,esolang,,1,1,False,False,False
📀,id-bc81b1f7,esolang,,1,1,False,False,False
🕳️,id-3410b8f5,esolang,,1,1,False,False,False
🖴,id-264f13e1,esolang,,1,1,False,False,False
🗿,id-091a0546,esolang,,1,1,False,False,False
🥺,id-133ea9ea,esolang,,1,1,False,False,False
{,id-60ba4b2d,pldb,,1,1,False,False,False
!@$%^&*()+,+,esolang,,1,1,False,False,False
"+=-, -=+",+-----+,esolang,,1,1,False,False,False
+-= PDA,+--pda,esolang,,1,1,False,False,False
"+-""quote",+--quote,esolang,,1,1,False,False,False
+-.%*,+-.,esolang,,1,1,False,False,False
+.*,+.,esolang,,1,1,False,False,False
+Output,+output,esolang,,1,1,False,False,False
&-/,id-42e934f3,esolang,,1,1,False,False,False
(-),id-735fa081,esolang,,1,1,False,False,False
-,id-3bc15c8a,esolang,,1,1,False,False,False
"=,-&~",id-f3aeb402,esolang,,1,1,False,False,False
~-~!,id-8a3ccfb0,esolang,,1,1,False,False,False
—-,id-b990c314,esolang,,1,1,False,False,False
--C-=C-C--,c--c-c,esolang,,1,1,False,False,False
--Unless,unless,esolang,,1,1,False,False,False
--yay,yay,esolang,,1,1,False,False,False
-1,1,esolang,,1,1,False,False,False
-1 bytes :/,1-bytes,esolang,,1,1,False,False,False
-2147483648 bytes .-.,2147483648-bytes-.-.,esolang,,1,1,False,False,False
-25 bytes (O o),25-bytes-o-o,esolang,,1,1,False,False,False
-5 bytes ;),5-bytes,esolang,,1,1,False,False,False
-Data Storage,data-storage,esolang,,1,1,False,False,False
~-Hash,hash,esolang,,1,1,False,False,False
Λ-HELL,hell,esolang,,1,1,False,False,False
-Output,output,esolang,,1,1,False,False,False
․,.,esolang,,1,1,False,False,False
.:iI1l!¡,.-ii1l,esolang,,1,1,False,False,False
",*""':;!?.+",.+,esolang,,1,1,False,False,False
.⍸.,..,esolang,,1,1,False,False,False
...,...,esolang,,1,1,False,False,False
... Bottles of beer on the wall,...-bottles-of-beer-on-the-wall,esolang,,1,1,False,False,False
(...) IS 2D!!,...-is-2d,esolang,,1,1,False,False,False
死鱼……吗？,......,esolang,,1,1,False,False,False
.box,.box,esolang,,1,1,False,False,False
.chat,.chat,esolang,,1,1,False,False,False
.CHE$$,.che,esolang,,1,1,False,False,False
.exe,.exe,esolang,,1,1,False,False,False
.Gertrude,.gertrude,esolang,,1,1,False,False,False
.m@dpr'a'prozessor,.m-dpr-a-prozessor,esolang,,1,1,False,False,False
.mOdMoDwOrM,.modmodworm,esolang,,1,1,False,False,False
.not required,.not-required,esolang,,1,1,False,False,False
.yacuabll,.yacuabll,esolang,,1,1,False,False,False
.Z.6.S.,.z.6.s.,esolang,,1,1,False,False,False
(0),0,esolang,,1,1,False,False,False
")0,1(",0-1,esolang,,1,1,False,False,False
"0 Bits, 0 Bytes",0-bits-0-bytes,esolang,,1,1,False,False,False
"0 bits, an eight byte",0-bits-an-eight-byte,esolang,,1,1,False,False,False
ℵ₀ Bytes ^ ^,0-bytes,esolang,,1,1,False,False,False
0 bytes XD,0-bytes-xd,esolang,,1,1,False,False,False
0(nop^),0-nop,esolang,,1,1,False,False,False
0+,0+,esolang,,1,1,False,False,False
∫【0……10】（C²+3C+2）dC,0......10-c2+3c+2-dc,esolang,,1,1,False,False,False
01,01,esolang,,1,1,False,False,False
(0123456789!,0123456789,esolang,,1,1,False,False,False
0123456789.,0123456789.,esolang,,1,1,False,False,False
0134,0134,esolang,,1,1,False,False,False
0587,0587,esolang,,1,1,False,False,False
0bIN,0bin,esolang,,1,1,False,False,False
0widthnonjoiner,0widthnonjoiner,esolang,,1,1,False,False,False
0x29A,0x29a,esolang,,1,1,False,False,False
0x29C,0x29c,esolang,,1,1,False,False,False
0x42,0x42,esolang,,1,1,False,False,False
0x80070050,0x80070050,esolang,,1,1,False,False,False
1=0,1-0,esolang,,1,1,False,False,False
1=0+1,1-0+1,esolang,,1,1,False,False,False
1 1,1-1,esolang,,1,1,False,False,False
1 8 1 8 1,1-8-1-8-1,esolang,,1,1,False,False,False
1 Billion Row Challenge,1-billion-row-challenge,esolang,,1,1,False,False,False
"1 Bit, a quarter byte",1-bit-a-quarter-byte,esolang,,1,1,False,False,False
1 byte :5,1-byte-5,esolang,,1,1,False,False,False
(1) Grace sent you a message,1-grace-sent-you-a-message,esolang,,1,1,False,False,False
1+,1+,esolang,,1,1,False,False,False
1-pak,1-pak,pldb,,1,1,False,False,False
1.1,1.1,esolang,,1,1,False,False,False
10,10,esolang,,1,1,False,False,False
10 1,10-1,esolang,,1,1,False,False,False
"10 digits, 100 digytes",10-digits-100-digytes,esolang,,1,1,False,False,False
100,100,esolang,,1,1,False,False,False
100BF,100bf,esolang,,1,1,False,False,False
1066,1066,esolang,,1,1,False,False,False
10Brainfuck,10brainfuck,esolang,,1,1,False,False,False
10D Deadfish 7 with Time Travel and a Multiverse,10d-deadfish-7-with-time-travel-and-a-multiverse,esolang,,1,1,False,False,False
11,11,esolang,,1,1,False,False,False
↑110010000100110110010,110010000100110110010,esolang,,1,1,False,False,False
111,111,esolang,,1,1,False,False,False
11CORTLANG,11cortlang,esolang,,1,1,False,False,False
11ty,11ty,pldb,,1,1,False,False,False
123,123,esolang,,1,1,False,False,False
1231,1231,esolang,,1,1,False,False,False
1234,1234,esolang,,1,1,False,False,False
12345678,12345678,esolang,,1,1,False,False,False
1234567890,1234567890,esolang,,1,1,False,False,False
129,129,esolang,,1,1,False,False,False
13 bytes :D,13-bytes-d,esolang,,1,1,False,False,False
1337,1337,esolang,,1,1,False,False,False
¼ bytes :3,14-bytes-3,esolang,,1,1,False,False,False
"16 bits, 256 bytes",16-bits-256-bytes,esolang,,1,1,False,False,False
16 bytes :P,16-bytes-p,esolang,,1,1,False,False,False
1620sps,1620sps,pldb,,1,1,False,False,False
^^ 16h 35014ng 15 th15,16h-35014ng-15-th15,esolang,,1,1,False,False,False
16x16 RGB2 panel,16x16-rgb2-panel,esolang,,1,1,False,False,False
1764774817,1764774817,esolang,,1,1,False,False,False
1⅞ bytes :3,178-bytes-3,esolang,,1,1,False,False,False
1argasm,1argasm,esolang,,1,1,False,False,False
1BNWL,1bnwl,esolang,,1,1,False,False,False
1cnis,1cnis,esolang,,1,1,False,False,False
1CP=1ICL,1cp-1icl,esolang,,1,1,False,False,False
1Fish,1fish,esolang,,1,1,False,False,False
1Hash,1hash,esolang,,1,1,False,False,False
1L,1l,esolang,,1,1,False,False,False
1L a,1l-a,esolang,,1,1,False,False,False
1L AOI,1l-aoi,esolang,,1,1,False,False,False
1L1D,1l1d,esolang,,1,1,False,False,False
1line,1line,esolang,,1,1,False,False,False
1mpr0mp2,1mpr0mp2,esolang,,1,1,False,False,False
1quad,1quad,esolang,,1,1,False,False,False
1st-Worst,1st-worst,esolang,,1,1,False,False,False
%^2^-1,2--1,esolang,,1,1,False,False,False
2/9 of an esolang,2-9-of-an-esolang,esolang,,1,1,False,False,False
"2 Bits, 1 Byte",2-bits-1-byte,esolang,,1,1,False,False,False
"2 Bits, 1 Byte but 01 and 10 are swapped",2-bits-1-byte-but-01-and-10-are-swapped,esolang,,1,1,False,False,False
"2 Bits, 256 Bytes",2-bits-256-bytes,esolang,,1,1,False,False,False
2 Bits and Bytes,2-bits-and-bytes,esolang,,1,1,False,False,False
2 bytes :^),2-bytes,esolang,,1,1,False,False,False
2 bytes B),2-bytes-b,esolang,,1,1,False,False,False
2 Player,2-player,esolang,,1,1,False,False,False
"2 poets, 1 poem",2-poets-1-poem,esolang,,1,1,False,False,False
