ext,source,qid,label,description,aliases,enwiki_title,wikidata_url,wikipedia_url,mime_types,instance_of_labels,instance_of_qids,suggested_label,wikidata_rank,wikipedia_note
7z,wikidata,Q27478587,"7z, version 0.2 (with compression methods version 4.16 beta, distributed with 7zip v4.26)",compression file format,.7z; 7zip,,https://www.wikidata.org/wiki/Q27478587,,,file format,Q235557,,normal,
7z,wikidata,Q27478595,"7z, version 0.2 (with compression methods version 4.27, distributed with 7zip v4.27)",compression file format,.7z; 7zip,,https://www.wikidata.org/wiki/Q27478595,,application/x-7z-compressed,file format,Q235557,,normal,
7z,wikidata,Q27479005,"7z, version 0.2 (with compression methods version 4.27, distributed with 7zip v4.28)",compression file format,.7z; 7zip,,https://www.wikidata.org/wiki/Q27479005,,,file format,Q235557,,normal,
7z,wikidata,Q27479444,"7z, version 0.2 (with compression methods version 4.38)",compression file format,.7z; 7zip,,https://www.wikidata.org/wiki/Q27479444,,,file format,Q235557,,normal,
7z,wikidata,Q27479815,"7z, version 0.2 (with compression methods version 3.08 beta)",compression file format,.7z; 7zip,,https://www.wikidata.org/wiki/Q27479815,,,file format,Q235557,,normal,
7z,wikidata,Q27479976,"7z, version 0.2 (with compression methods version 4.43)",compression file format,.7z; 7zip,,https://www.wikidata.org/wiki/Q27479976,,,file format,Q235557,,normal,
7z,wikidata,Q27480012,"7z, version 0.2 (with compression methods version 4.45)",compression file format,.7z; 7zip,,https://www.wikidata.org/wiki/Q27480012,,,file format,Q235557,,normal,
7z,wikidata,Q27480195,"7z, version 0.2 (with compression methods version 4.56)",compression file format,.7z; 7zip,,https://www.wikidata.org/wiki/Q27480195,,,file format,Q235557,,normal,
7z,wikidata,Q27480238,"7z, version 0.2 (with compression methods version 4.61)",compression file format,.7z; 7zip,,https://www.wikidata.org/wiki/Q27480238,,,file format,Q235557,,normal,
7z,wikidata,Q27480264,"7z, version 0.2 (with compression methods version 4.65)",compression file format,.7z; 7zip,,https://www.wikidata.org/wiki/Q27480264,,application/x-7z-compressed,file format,Q235557,,normal,
7z,wikidata,Q27491774,"7z, version 0.2 (with compression methods version 9.04)",compression file format,.7z; 7zip,,https://www.wikidata.org/wiki/Q27491774,,,file format,Q235557,,normal,
7z,wikidata,Q27492283,"7z, version 0.2 (with compression methods version 9.18)",compression file format,.7z; 7zip,,https://www.wikidata.org/wiki/Q27492283,,,file format,Q235557,,normal,
7z,wikidata,Q27492375,"7z, version 0.2 (with compression methods version 9.24)",compression file format,.7z; 7zip,,https://www.wikidata.org/wiki/Q27492375,,application/x-7z-compressed,file format,Q235557,,normal,
7z,wikidata,Q27492527,"7z, version 0.2 (with compression methods version 15.00)",compression file format,.7z; 7zip,,https://www.wikidata.org/wiki/Q27492527,,application/x-7z-compressed,file format,Q235557,,normal,
7z,wikidata,Q27492801,"7z, version 0.2 (with compression methods version 15.06)",compression file format,.7z; 7zip,,https://www.wikidata.org/wiki/Q27492801,,application/x-7z-compressed,file format,Q235557,,normal,
7z,wikidata,Q27492954,"7z, version 0.2 (with compression methods version 16.03)",compression file format,.7z; 7zip,,https://www.wikidata.org/wiki/Q27492954,,,file format,Q235557,,normal,
8,wikidata,Q47512572,man page,electronic documentation file format,manual page; man-page; manpage,Man page,https://www.wikidata.org/wiki/Q47512572,https://en.wikipedia.org/wiki/Man_page,text/troff; application/x-troff-man,file format,Q235557,,normal,
82i,wikidata,Q28207395,Texas Instruments picture file,file format,TI picture file; .73i; .82i; .83i; .8xi; .85i; .86i; .89i; .92i; .9xi; .v2i,,https://www.wikidata.org/wiki/Q28207395,,,file format,Q235557,,normal,
83i,wikidata,Q28207395,Texas Instruments picture file,file format,TI picture file; .73i; .82i; .83i; .8xi; .85i; .86i; .89i; .92i; .9xi; .v2i,,https://www.wikidata.org/wiki/Q28207395,,,file format,Q235557,,normal,
85i,wikidata,Q28207395,Texas Instruments picture file,file format,TI picture file; .73i; .82i; .83i; .8xi; .85i; .86i; .89i; .92i; .9xi; .v2i,,https://www.wikidata.org/wiki/Q28207395,,,file format,Q235557,,normal,
86f,wikidata,Q105857738,86Box Floppy disk image (compressed),file format,,,https://www.wikidata.org/wiki/Q105857738,,application/octet-stream,file format,Q235557,,normal,
86f,wikidata,Q105858154,86Box Floppy disk image,file format,,,https://www.wikidata.org/wiki/Q105858154,,application/octet-stream,file format,Q235557,,normal,
86i,wikidata,Q28207395,Texas Instruments picture file,file format,TI picture file; .73i; .82i; .83i; .8xi; .85i; .86i; .89i; .92i; .9xi; .v2i,,https://www.wikidata.org/wiki/Q28207395,,,file format,Q235557,,normal,
89i,wikidata,Q28207395,Texas Instruments picture file,file format,TI picture file; .73i; .82i; .83i; .8xi; .85i; .86i; .89i; .92i; .9xi; .v2i,,https://www.wikidata.org/wiki/Q28207395,,,file format,Q235557,,normal,
8svx,wikidata,Q4645195,8-Bit Sampled Voice,file format,8SVX; .8svx; .iff,8SVX,https://www.wikidata.org/wiki/Q4645195,https://en.wikipedia.org/wiki/8SVX,audio/8svx; audio/x-8svx,file format,Q235557,,normal,
8xi,wikidata,Q28207395,Texas Instruments picture file,file format,TI picture file; .73i; .82i; .83i; .8xi; .85i; .86i; .89i; .92i; .9xi; .v2i,,https://www.wikidata.org/wiki/Q28207395,,,file format,Q235557,,normal,
92i,wikidata,Q105859287,TI bitmap,file format,,,https://www.wikidata.org/wiki/Q105859287,,,file format,Q235557,,normal,
92i,wikidata,Q28207395,Texas Instruments picture file,file format,TI picture file; .73i; .82i; .83i; .8xi; .85i; .86i; .89i; .92i; .9xi; .v2i,,https://www.wikidata.org/wiki/Q28207395,,,file format,Q235557,,normal,
999,wikidata,Q105857238,Hard Disk Menu System menu,file format,,,https://www.wikidata.org/wiki/Q105857238,,text/plain,file format,Q235557,,normal,
9xi,wikidata,Q28207395,Texas Instruments picture file,file format,TI picture file; .73i; .82i; .83i; .8xi; .85i; .86i; .89i; .92i; .9xi; .v2i,,https://www.wikidata.org/wiki/Q28207395,,,file format,Q235557,,normal,
??_,wikidata,Q105857585,Stirling Technologies InstallShield compressed,file format,,,https://www.wikidata.org/wiki/Q105857585,,,file format,Q235557,,normal,
?y?,wikidata,Q28600441,CrLZH,compression file format used on CP/M,,,https://www.wikidata.org/wiki/Q28600441,,,file format,Q235557,,normal,
@@@,wikidata,Q28344013,BACKUP,file format,.@@@,,https://www.wikidata.org/wiki/Q28344013,,,file format,Q235557,,normal,
_01,wikidata,Q105859410,Compaq QRST disk image,file format,,,https://www.wikidata.org/wiki/Q105859410,,application/octet-stream,file format,Q235557,,normal,
_im,wikidata,Q28347555,IBM Audio Visual Connection (AVC) Still Video Image,still image file format,,,https://www.wikidata.org/wiki/Q28347555,,application/octet-stream,image file format,Q1572121,binary:image,normal,
a,wikidata,Q105854071,STK Attitude format,file format,,,https://www.wikidata.org/wiki/Q105854071,,text/plain,file format,Q235557,,normal,
a,wikidata,Q105854157,ar archive (thin),file format,,,https://www.wikidata.org/wiki/Q105854157,,application/octet-stream,file format,Q235557,,normal,
a,wikidata,Q105854561,ar archive,file format,Archiver Format,,https://www.wikidata.org/wiki/Q105854561,,application/x-archive,file format,Q235557,,normal,
a,wikidata,Q105854840,Binding of Isaac Rebirth packed Archive,file format,,,https://www.wikidata.org/wiki/Q105854840,,application/octet-stream,file format,Q235557,,normal,
a,wikidata,Q105861046,System V 64-bit library,file format,,,https://www.wikidata.org/wiki/Q105861046,,application/x-archive,file format,Q235557,,normal,
a,wikidata,Q105861116,Common Object File Format (COFF) Library,file format,,,https://www.wikidata.org/wiki/Q105861116,,,file format,Q235557,,normal,
a,wikidata,Q105861404,BSD library,file format,,,https://www.wikidata.org/wiki/Q105861404,,application/x-archive,file format,Q235557,,normal,
a,wikidata,Q27824015,"ar, BSD variant",file format,.a,,https://www.wikidata.org/wiki/Q27824015,,,file format,Q235557,,normal,
a,wikidata,Q27824019,"ar, System V variant",file format,".a; ar, GNU variant",,https://www.wikidata.org/wiki/Q27824019,,,file format,Q235557,,normal,
a,wikidata,Q27824032,"ar, Sixth Edition Unix variant",file format,.a,,https://www.wikidata.org/wiki/Q27824032,,,file format,Q235557,,normal,
a,wikidata,Q27824041,"ar, Seventh Edition Unix variant",file format,.a,,https://www.wikidata.org/wiki/Q27824041,,,file format,Q235557,,normal,
a,wikidata,Q27824050,"ar, AIX big archive format variant",file format,.a,,https://www.wikidata.org/wiki/Q27824050,,,file format,Q235557,,normal,
a,wikidata,Q27824053,"ar, AIX small archive format variant",file format,.a,,https://www.wikidata.org/wiki/Q27824053,,,file format,Q235557,,normal,
a,wikidata,Q27824056,"ar, Coherent variant",file format,.a,,https://www.wikidata.org/wiki/Q27824056,,,file format,Q235557,,normal,
a,wikidata,Q28206325,Img Software Set Image Attributes,file format,.a,,https://www.wikidata.org/wiki/Q28206325,,,file format,Q235557,,normal,
a1wish,wikidata,Q105854372,Audials One Wishlist,file format,,,https://www.wikidata.org/wiki/Q105854372,,,file format,Q235557,,normal,
a2b,wikidata,Q105853969,DigitalPhono A2B Player Playlist,file format,,,https://www.wikidata.org/wiki/Q105853969,,,file format,Q235557,,normal,
a2b,wikidata,Q27967392,Adlib Tracker II instrument bank,file format,.a2b,,https://www.wikidata.org/wiki/Q27967392,,application/octet-stream,file format,Q235557,,normal,
a2d,wikidata,Q105855045,Agros2D document,file format,,,https://www.wikidata.org/wiki/Q105855045,,text/xml,file format,Q235557,,normal,
a2f,wikidata,Q27967391,Adlib Tracker II instrument with fm-register macro,file format,.a2f,,https://www.wikidata.org/wiki/Q27967391,,application/octet-stream,file format,Q235557,,normal,
a2i,wikidata,Q27967390,Adlib Tracker II instrument,file format,.a2i,,https://www.wikidata.org/wiki/Q27967390,,application/octet-stream,file format,Q235557,,normal,
a2m,wikidata,Q27967395,Adlib Tracker II module,file format,.a2m,,https://www.wikidata.org/wiki/Q27967395,,application/octet-stream,file format,Q235557,,normal,
a2menu,wikidata,Q105854914,Aston 2 Menu,file format,,,https://www.wikidata.org/wiki/Q105854914,,,file format,Q235557,,normal,
a2p,wikidata,Q27967397,Adlib Tracker II pattern,file format,.a2p,,https://www.wikidata.org/wiki/Q27967397,,application/octet-stream,file format,Q235557,,normal,
a2r,wikidata,Q105857518,A2R disk image (v2),file format,"A2R Disk Image File 2; A2R Disk Image File, version 2",,https://www.wikidata.org/wiki/Q105857518,,application/octet-stream,file format,Q235557,,normal,
a2r,wikidata,Q105857558,A2R disk image (v1),file format,,,https://www.wikidata.org/wiki/Q105857558,,application/octet-stream,file format,Q235557,,normal,
a2r,wikidata,Q128123326,A2R disk image (v3),file format,"A2R Disk Image File 3; A2R Disk Image File, version 3",,https://www.wikidata.org/wiki/Q128123326,,,file format,Q235557,,normal,
a2r,wikidata,Q136432332,A2R Disk Image file format family,file format family,A2R Flux Disk Image,,https://www.wikidata.org/wiki/Q136432332,,,file format family,Q26085352,,normal,
a2t,wikidata,Q27967396,Adlib Tracker II tiny module,file format,.a2t,,https://www.wikidata.org/wiki/Q27967396,,application/octet-stream,file format,Q235557,,normal,
a2theme,wikidata,Q105854277,Aston 2 Theme,file format,,,https://www.wikidata.org/wiki/Q105854277,,,file format,Q235557,,normal,
a2w,wikidata,Q27967393,Adlib Tracker II instrument bank with macros,file format,.a2w,,https://www.wikidata.org/wiki/Q27967393,,application/octet-stream,file format,Q235557,,normal,
a3c,wikidata,Q105854674,Alan v3 Compiled adventure,file format,,,https://www.wikidata.org/wiki/Q105854674,,application/octet-stream,file format,Q235557,,normal,
a3d,wikidata,Q79237925,Amapi 3D model,file format,.a3d; Amapi 3D,,https://www.wikidata.org/wiki/Q79237925,,,file format,Q235557,,normal,
a3p,wikidata,Q105854073,GenCAM object model,file format,,,https://www.wikidata.org/wiki/Q105854073,,,file format,Q235557,,normal,
a3p,wikidata,Q120731961,Amapi Pro file,file format,Amapi Pro,,https://www.wikidata.org/wiki/Q120731961,,,file format,Q235557,,normal,
a3s,wikidata,Q111262682,Yamaha A3000 sample file,file format,,,https://www.wikidata.org/wiki/Q111262682,,,file format,Q235557,,normal,
a3w,wikidata,Q105854901,Unpackaged Authorware 3 for Windows file,file format,,,https://www.wikidata.org/wiki/Q105854901,,,file format,Q235557,,normal,
a3x,wikidata,Q105853808,AutoIt v3 compiled script,file format,,,https://www.wikidata.org/wiki/Q105853808,,application/octet-stream,file format,Q235557,,normal,
a43,wikipedia,Q572649,Intel HEX,file format for conveying binary information,IHEX; .hex; hexadecimal object file format,Intel HEX,https://www.wikidata.org/wiki/Q572649,https://en.wikipedia.org/wiki/Intel_HEX,,file format,Q235557,,,
a4l,wikidata,Q79238203,Adobe Authorware Library,file format,.a4l,,https://www.wikidata.org/wiki/Q79238203,,application/octet-stream,file format,Q235557,,normal,
a4p,wikidata,Q105853649,Authorware Packaged file (w/o runtime),file format,,,https://www.wikidata.org/wiki/Q105853649,,,file format,Q235557,,normal,
a4r,wikidata,Q105854333,Authorware Packaged file (with runtime),file format,,,https://www.wikidata.org/wiki/Q105854333,,,file format,Q235557,,normal,
a4w,wikidata,Q105854928,Apple II Oasis for Windows savestate,file format,,,https://www.wikidata.org/wiki/Q105854928,,application/octet-stream,file format,Q235557,,normal,
a5p,wikidata,Q105853649,Authorware Packaged file (w/o runtime),file format,,,https://www.wikidata.org/wiki/Q105853649,,,file format,Q235557,,normal,
a5r,wikidata,Q105854333,Authorware Packaged file (with runtime),file format,,,https://www.wikidata.org/wiki/Q105854333,,,file format,Q235557,,normal,
a5wcmp,wikidata,Q105854127,Alpha Five Web Components,file format,,,https://www.wikidata.org/wiki/Q105854127,,,file format,Q235557,,normal,
a64,wikidata,Q28207495,Wigmore Artist 64,file format,.wig; .a64,,https://www.wikidata.org/wiki/Q28207495,,image/x-artist-64,file format,Q235557,,normal,
a78,wikidata,Q79238337,Atari 7800 ROM,file format,.a78,,https://www.wikidata.org/wiki/Q79238337,,application/x-atari-7800-rom,ROM image,Q1973327,binary:other,normal,
a8k,wikidata,Q105854254,Atari800Win Plus Keyboard,file format,,,https://www.wikidata.org/wiki/Q105854254,,application/octet-stream,file format,Q235557,,normal,
a8s,wikidata,Q105854376,Atari800Win Plus Snapshot (un-gzipped),file format,,,https://www.wikidata.org/wiki/Q105854376,,application/octet-stream,file format,Q235557,,normal,
a8t,wikidata,Q105853828,Atari800Win Plus Trainer,file format,,,https://www.wikidata.org/wiki/Q105853828,,application/octet-stream,file format,Q235557,,normal,
a90,wikipedia,Q572649,Intel HEX,file format for conveying binary information,IHEX; .hex; hexadecimal object file format,Intel HEX,https://www.wikidata.org/wiki/Q572649,https://en.wikipedia.org/wiki/Intel_HEX,,file format,Q235557,,,
aa,wikidata,Q27960055,Audible audiobook,file format,.aa; .aax,,https://www.wikidata.org/wiki/Q27960055,,audio/vnd.audible; audio/x-pn-audibleaudio,file format,Q235557,,normal,
aa3,wikidata,Q27959911,ATRAC Advanced Lossless,file format,.aa3; .at3; .oma,,https://www.wikidata.org/wiki/Q27959911,,audio/ATRAC-ADVANCED-LOSSLESS,file format; lossless audio coding format,Q235557; Q20198105,binary:audio,normal,
aa3,wikidata,Q300036,Adaptive Transform Acoustic Coding,act adaptive transform coding,ATRAC; .aa3; .at3; .oma,ATRAC,https://www.wikidata.org/wiki/Q300036,https://en.wikipedia.org/wiki/ATRAC,audio/ATRAC-ADVANCED-LOSSLESS; audio/ATRAC-X; audio/ATRAC3,audio coding format; audio compression; file format family,Q758871; Q830840; Q26085352,binary:audio,normal,
aab,wikidata,Q108182078,Android App Bundle,Android application publishing file format,Android App Bundle File,Android App Bundle,https://www.wikidata.org/wiki/Q108182078,https://en.wikipedia.org/wiki/Android_App_Bundle,,file format; package format,Q235557; Q2026749,,normal,
aab,wikidata,Q596391,APK,file format used for software on Google's Android operating system,Android application package; Android Package Kit,Apk (file format),https://www.wikidata.org/wiki/Q596391,https://en.wikipedia.org/wiki/Apk_(file_format),application/vnd.android.package-archive,package format; Super Dark Deception,Q2026749; Q130070957,,normal,
aac,wikidata,Q105854296,MPEG-2 LC-AAC Audio,file format,LC-AAC; AAC-LC,,https://www.wikidata.org/wiki/Q105854296,,,file format,Q235557,,normal,
aac,wikidata,Q27863188,Audio Data Transport Stream,file format,ADTS; .adts; .aac,,https://www.wikidata.org/wiki/Q27863188,,audio/vnd.dlna.adts,file format,Q235557,,normal,
aac,wikidata,Q27863192,Audio Data Interchange Format,file format,ADIF,,https://www.wikidata.org/wiki/Q27863192,,audio/aac,file format,Q235557,,normal,
