pl_id,ext,source,strength,source_key,evidence
pl/c,.c,pygments,primary,CLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/c,.h,pygments,secondary,CLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/c,.idc,pygments,secondary,CLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/cpp,.cpp,linguist,primary,C++,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/cpp,.c++,linguist,secondary,C++,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/cpp,.cc,linguist,secondary,C++,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/cpp,.cp,linguist,secondary,C++,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/cpp,.cppm,linguist,secondary,C++,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/cpp,.cxx,linguist,secondary,C++,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/cpp,.h,linguist,secondary,C++,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/cpp,.h++,linguist,secondary,C++,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/cpp,.hh,linguist,secondary,C++,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/cpp,.hpp,linguist,secondary,C++,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/cpp,.hxx,linguist,secondary,C++,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/cpp,.inc,linguist,secondary,C++,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/cpp,.inl,linguist,secondary,C++,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/cpp,.ino,linguist,secondary,C++,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/cpp,.ipp,linguist,secondary,C++,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/cpp,.ixx,linguist,secondary,C++,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/cpp,.re,linguist,secondary,C++,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/cpp,.tcc,linguist,secondary,C++,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/cpp,.tpp,linguist,secondary,C++,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/cpp,.txx,linguist,secondary,C++,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/cpp,.cpp,pygments,primary,CppLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/cpp,.hpp,pygments,secondary,CppLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/cpp,.c++,pygments,secondary,CppLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/cpp,.h++,pygments,secondary,CppLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/cpp,.cc,pygments,secondary,CppLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/cpp,.hh,pygments,secondary,CppLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/cpp,.cxx,pygments,secondary,CppLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/cpp,.hxx,pygments,secondary,CppLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/cpp,.c,pygments,secondary,CppLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/cpp,.h,pygments,secondary,CppLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/cpp,.cp,pygments,secondary,CppLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/cpp,.tpp,pygments,secondary,CppLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/c-programming-language,.c,pygments,primary,CLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/c-programming-language,.h,pygments,secondary,CLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/c-programming-language,.idc,pygments,secondary,CLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/csharp,.cs,linguist,primary,C#,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/csharp,.cake,linguist,secondary,C#,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/csharp,.csx,linguist,secondary,C#,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/csharp,.linq,linguist,secondary,C#,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/csharp,.cs,pygments,primary,CSharpLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/c-sharp-programming-language,.cs,pygments,primary,CSharpLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/c-objdump,.c-objdump,linguist,primary,C-ObjDump,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/c-objdump,.c-objdump,pygments,primary,CObjdumpLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/c2hs-haskell,.chs,linguist,primary,C2hs Haskell,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/c3,.c3,linguist,primary,C3,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/cabal-config,.cabal,linguist,primary,Cabal Config,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/caddyfile,.caddyfile,linguist,primary,Caddyfile,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/cadence,.cdc,linguist,primary,Cadence,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/cairo,.cairo,linguist,primary,Cairo,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/cairo-zero,.cairo,linguist,primary,Cairo Zero,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/cameligo,.mligo,linguist,primary,CameLIGO,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/cangjie,.cj,linguist,primary,Cangjie,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/cap-cds,.cds,linguist,primary,CAP CDS,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/capn-proto,.capnp,linguist,primary,Cap'n Proto,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/capn-proto,.capnp,pygments,primary,CapnProtoLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/carbon,.carbon,linguist,primary,Carbon,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/carbon,.carbon,pygments,primary,CarbonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/cartocss,.mss,linguist,primary,CartoCSS,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/ceylon,.ceylon,linguist,primary,Ceylon,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/ceylon,.ceylon,pygments,primary,CeylonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/chaiscript,.chai,pygments,primary,ChaiscriptLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/chapel,.chpl,linguist,primary,Chapel,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/chapel,.chpl,pygments,primary,ChapelLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/charity,.ch,linguist,primary,Charity,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/checksums,.crc32,linguist,primary,Checksums,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/checksums,.md2,linguist,secondary,Checksums,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/checksums,.md4,linguist,secondary,Checksums,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/checksums,.md5,linguist,secondary,Checksums,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/checksums,.sha1,linguist,secondary,Checksums,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/checksums,.sha2,linguist,secondary,Checksums,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/checksums,.sha224,linguist,secondary,Checksums,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/checksums,.sha256,linguist,secondary,Checksums,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/checksums,.sha256sum,linguist,secondary,Checksums,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/checksums,.sha3,linguist,secondary,Checksums,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/checksums,.sha384,linguist,secondary,Checksums,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/checksums,.sha512,linguist,secondary,Checksums,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/cheetah,.tmpl,pygments,primary,CheetahLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/cheetah,.spt,pygments,secondary,CheetahLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/chuck,.ck,linguist,primary,ChucK,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/cil,.cil,linguist,primary,CIL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/circom,.circom,linguist,primary,Circom,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/cirru,.cirru,linguist,primary,Cirru,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/cirru,.cirru,pygments,primary,CirruLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/clarion,.clw,linguist,primary,Clarion,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/clarity,.clar,linguist,primary,Clarity,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/classic-asp,.asp,linguist,primary,Classic ASP,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/clay,.clay,pygments,primary,ClayLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/clean,.icl,linguist,primary,Clean,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/clean,.dcl,linguist,secondary,Clean,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/clean,.icl,pygments,primary,CleanLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/clean,.dcl,pygments,secondary,CleanLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/click,.click,linguist,primary,Click,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/clipper,.prg,pygments,primary,FoxProLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/clips,.clp,linguist,primary,CLIPS,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/clojure,.clj,linguist,primary,Clojure,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/clojure,.bb,linguist,secondary,Clojure,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/clojure,.boot,linguist,secondary,Clojure,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/clojure,.cl2,linguist,secondary,Clojure,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/clojure,.cljc,linguist,secondary,Clojure,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/clojure,.cljs,linguist,secondary,Clojure,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/clojure,.cljscm,linguist,secondary,Clojure,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/clojure,.cljx,linguist,secondary,Clojure,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/clojure,.hic,linguist,secondary,Clojure,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/clojure,.clj,pygments,primary,ClojureLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/clojure,.cljc,pygments,secondary,ClojureLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/clojurescript,.cljs,pygments,primary,ClojureScriptLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/closure-templates,.soy,linguist,primary,Closure Templates,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/clue,.clue,linguist,primary,Clue,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/cmake,.cmake,linguist,primary,CMake,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/cmake,.cmake,pygments,primary,CMakeLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/cobol,.cob,linguist,primary,COBOL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/cobol,.cbl,linguist,secondary,COBOL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/cobol,.ccp,linguist,secondary,COBOL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/cobol,.cobol,linguist,secondary,COBOL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/cobol,.cpy,linguist,secondary,COBOL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/cobol,.cob,pygments,primary,CobolLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/cobol,.cpy,pygments,secondary,CobolLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/codeql,.ql,linguist,primary,CodeQL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/codeql,.qll,linguist,secondary,CodeQL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/codeql,.ql,pygments,primary,CodeQLLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/codeql,.qll,pygments,secondary,CodeQLLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/coffeescript,.coffee,linguist,primary,CoffeeScript,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/coffeescript,._coffee,linguist,secondary,CoffeeScript,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/coffeescript,.cake,linguist,secondary,CoffeeScript,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/coffeescript,.cjsx,linguist,secondary,CoffeeScript,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/coffeescript,.iced,linguist,secondary,CoffeeScript,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/coffeescript,.coffee,pygments,primary,CoffeeScriptLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/coldfusion,.cfm,linguist,primary,ColdFusion,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/coldfusion,.cfml,linguist,secondary,ColdFusion,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/coldfusion,.cfm,pygments,primary,ColdfusionHtmlLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/coldfusion,.cfml,pygments,secondary,ColdfusionHtmlLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/coldfusion-cfc,.cfc,linguist,primary,ColdFusion CFC,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/coldfusion-cfc,.cfc,pygments,primary,ColdfusionCFCLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/collada,.dae,linguist,primary,COLLADA,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/comal,.cml,pygments,primary,Comal80Lexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/comal,.comal,pygments,secondary,Comal80Lexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/common-lisp,.lisp,linguist,primary,Common Lisp,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/common-lisp,.asd,linguist,secondary,Common Lisp,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/common-lisp,.cl,linguist,secondary,Common Lisp,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/common-lisp,.l,linguist,secondary,Common Lisp,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/common-lisp,.lsp,linguist,secondary,Common Lisp,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/common-lisp,.ny,linguist,secondary,Common Lisp,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/common-lisp,.podsl,linguist,secondary,Common Lisp,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
